service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
889_398006,0,0,0,0,0,1,1,20260308,20260613
890_398007,1,1,1,1,1,0,0,20260303,20260306
891_398008,1,1,1,1,1,0,0,20260309,20260612
892_398009,1,1,1,1,1,0,0,20260615,20261211
893_398010,1,1,1,1,1,1,1,20260303,20260307
89_397094,1,1,1,1,1,1,1,20260303,20260307
894_398015,1,1,1,1,1,1,1,20260308,20260613
895_398016,1,1,1,1,1,1,1,20260404,20260406
896_398017,1,1,1,1,1,1,1,20260614,20261212
897_398018,1,1,1,1,1,1,1,20260303,20260307
898_398019,1,1,1,1,1,1,1,20260308,20260613
899_398020,1,1,1,1,1,1,1,20260313,20260316
900_398021,1,1,1,1,1,1,1,20260614,20261212
901_398028,0,0,0,0,0,1,1,20260303,20260307
902_398029,0,0,0,0,0,1,1,20260308,20260613
903_398030,0,0,0,0,0,1,1,20260303,20260307
90_397096,1,1,1,1,1,1,1,20260308,20260613
904_398031,0,0,0,0,0,1,1,20260308,20260613
905_398032,0,0,0,0,0,1,1,20260614,20261212
906_398033,1,1,1,1,1,1,1,20260303,20260307
907_398034,1,1,1,1,1,1,1,20260308,20260613
908_398035,1,1,1,1,1,1,1,20260614,20261212
909_398036,1,1,1,1,1,0,0,20260303,20260306
910_398038,1,1,1,1,1,0,0,20260309,20260612
911_398039,1,1,1,1,1,0,0,20260615,20261211
912_398040,1,1,1,1,1,1,1,20260303,20260307
913_398041,1,1,1,1,1,1,1,20260308,20260613
91_397097,1,1,1,1,1,1,1,20260614,20261212
914_398042,1,1,1,1,1,1,1,20260614,20261212
915_398043,0,0,0,0,0,1,1,20260303,20260307
916_398044,1,1,1,1,1,0,0,20260303,20260306
917_398045,0,0,0,0,0,1,1,20260308,20260613
918_398046,1,1,1,1,1,0,0,20260309,20260612
919_398047,0,0,0,0,0,1,1,20260614,20261212
920_398048,1,1,1,1,1,0,0,20260615,20261211
921_398049,1,1,1,1,1,0,0,20260303,20260306
922_398050,1,1,1,1,1,0,0,20260309,20260612
923_398051,1,1,1,1,1,0,0,20260615,20261211
92_397098,1,1,1,1,1,1,1,20260303,20260307
924_398052,0,0,0,0,0,1,1,20260303,20260307
925_398053,0,0,0,0,0,1,1,20260308,20260613
926_398054,0,0,0,0,0,1,1,20260614,20261212
927_398055,0,0,0,0,0,1,1,20260303,20260307
928_398056,1,1,1,1,1,0,0,20260303,20260306
929_398057,0,0,0,0,0,1,1,20260308,20260613
930_398058,1,1,1,1,1,0,0,20260309,20260612
931_398059,0,0,0,0,0,1,1,20260614,20261212
932_398060,1,1,1,1,1,0,0,20260615,20261211
933_398061,1,1,1,1,1,1,1,20260303,20260307
93_397099,0,0,0,0,0,1,1,20260308,20260613
934_398062,1,1,1,1,1,1,1,20260308,20260613
935_398063,1,1,1,1,1,1,1,20260614,20261212
936_398064,1,1,1,1,1,1,1,20261017,20261017
937_398065,0,0,0,0,0,1,1,20260303,20260307
938_398066,1,1,1,1,1,1,1,20261212,20261212
939_398067,0,0,0,0,0,1,1,20260303,20260307
9_397003,1,1,1,1,1,0,0,20260901,20261211
940_398068,1,1,1,1,1,0,0,20260303,20260306
941_398069,0,0,0,0,0,1,1,20260303,20260307
942_398070,1,1,1,1,1,1,1,20260614,20261212
943_398071,1,1,1,1,1,0,0,20260303,20260306
94_397100,1,1,1,1,1,1,1,20260614,20261028
944_398072,1,1,1,1,1,0,0,20260303,20260306
945_398073,1,1,1,1,1,0,0,20260303,20260306
946_398074,1,1,1,1,1,0,0,20260303,20260306
947_398075,0,0,0,0,0,1,1,20260614,20261212
948_398076,0,0,0,0,0,1,1,20260308,20260613
949_398077,1,1,1,1,1,0,0,20260303,20260306
950_398078,1,1,1,1,1,0,0,20260303,20260306
951_398079,1,1,1,1,0,0,1,20260303,20260305
952_398080,1,1,1,1,1,0,0,20260303,20260306
953_398081,1,1,1,1,1,1,1,20260303,20260307
95_397101,1,1,1,1,1,1,1,20260303,20260307
954_398082,1,1,1,1,1,1,1,20260303,20260307
955_398083,0,0,0,0,0,1,1,20260303,20260307
956_398084,1,1,1,1,1,0,0,20260303,20260306
957_398086,0,0,0,0,0,1,1,20260308,20260613
958_398087,1,1,1,1,1,0,0,20260309,20260612
959_398088,0,0,0,0,0,1,1,20260614,20261212
960_398089,1,1,1,1,1,0,0,20260615,20261211
961_398090,0,0,0,0,0,1,1,20260303,20260307
962_398091,1,1,1,1,1,0,0,20260303,20260306
963_398092,0,0,0,0,0,1,1,20260308,20260613
96_397103,0,0,0,0,0,1,1,20260308,20260613
964_398093,1,1,1,1,1,0,0,20260309,20260612
965_398094,0,0,0,0,0,1,1,20260614,20261212
966_398095,1,1,1,1,1,0,0,20260615,20261211
967_398096,1,1,1,1,1,0,0,20260303,20260306
968_398097,1,1,1,1,1,1,1,20260614,20261212
969_398098,1,1,1,1,1,0,0,20260303,20260306
970_398099,1,1,1,1,1,1,1,20260303,20260307
971_398100,1,1,1,1,1,1,1,20260303,20260307
972_398102,1,1,1,1,1,1,1,20260308,20260613
973_398103,1,1,1,1,1,1,1,20260614,20261212
97_397104,1,1,1,1,1,1,1,20260614,20261028
974_398104,1,1,1,1,1,1,1,20260303,20260307
975_398106,1,1,1,1,1,1,1,20260308,20260613
976_398107,1,1,1,1,1,1,1,20260614,20261212
977_398108,1,1,1,1,1,0,0,20260303,20260306
978_398109,1,1,1,1,0,0,1,20260308,20260611
979_398110,1,1,1,1,1,1,1,20260303,20260307
980_398111,1,1,1,1,1,0,0,20260303,20260306
981_398112,1,1,1,1,1,0,0,20260303,20260306
982_398113,1,1,1,1,1,1,1,20260303,20260307
983_398114,1,1,1,1,1,0,0,20260309,20260612
98_397106,1,1,1,1,1,1,1,20260418,20260418
984_398115,1,1,1,1,1,0,0,20260309,20260612
985_398116,1,1,1,1,1,1,1,20260303,20260307
986_398117,1,1,1,1,1,0,0,20260303,20260306
987_398118,1,1,1,1,1,0,0,20260309,20260612
988_398119,1,1,1,1,1,1,1,20260303,20260307
989_398120,1,1,1,1,1,0,0,20260309,20260612
990_398121,1,1,1,1,1,0,0,20260309,20260612
991_398122,1,1,1,1,1,0,0,20260303,20260306
992_398123,1,1,1,1,1,0,0,20260303,20260306
993_398124,1,1,1,1,1,0,0,20260309,20260612
99_397107,1,1,1,1,1,1,1,20260516,20260516
994_398125,1,1,1,1,1,1,1,20260303,20260307
995_398126,1,1,1,1,1,1,1,20260407,20260613
996_398127,1,1,1,1,1,1,1,20260303,20260307
997_398128,1,1,1,1,1,0,0,20260309,20260612
998_398129,1,1,1,1,1,1,1,20260303,20260307
999_398130,1,1,1,1,1,1,1,20260308,20260527
