service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
42_397040,1,1,1,1,1,1,1,20260308,20260613
424_397486,1,1,1,1,1,1,1,20260614,20261212
425_397487,1,1,1,1,1,1,1,20260303,20260307
426_397488,1,1,1,1,1,1,1,20260308,20260613
427_397489,1,1,1,1,1,1,1,20260614,20261212
428_397490,1,1,1,1,1,1,1,20260303,20260307
429_397492,1,1,1,1,1,1,1,20260308,20260613
430_397493,1,1,1,1,1,1,1,20260614,20261212
431_397494,1,1,1,1,1,0,0,20260303,20260306
432_397498,1,1,1,1,1,0,0,20260309,20260612
433_397499,1,1,1,1,1,0,0,20260615,20261211
43_397041,1,1,1,1,1,1,1,20260614,20261212
434_397501,0,0,0,0,0,1,1,20260303,20260307
435_397502,0,0,0,0,0,1,1,20260308,20260613
436_397503,0,0,0,0,0,1,1,20260614,20261212
437_397504,1,1,1,1,1,1,1,20260303,20260307
438_397505,1,1,1,1,1,1,1,20260308,20260613
439_397506,1,1,1,1,1,1,1,20260614,20261212
4_396997,1,1,1,1,1,1,1,20260303,20260613
440_397507,1,1,1,1,1,1,1,20260303,20260307
441_397508,1,1,1,1,1,1,1,20260308,20260613
442_397509,1,1,1,1,1,1,1,20260614,20261212
443_397510,1,1,1,1,1,1,1,20260303,20260307
44_397042,1,1,1,1,1,1,1,20260303,20260307
444_397511,1,1,1,1,1,1,1,20260308,20260613
445_397512,1,1,1,1,1,1,1,20260614,20261212
446_397513,0,0,0,0,0,1,1,20260303,20260307
447_397514,0,0,0,0,0,1,1,20260308,20260613
448_397515,0,0,0,0,0,1,1,20260614,20261212
449_397516,1,1,1,1,1,0,0,20260303,20260306
450_397517,1,1,1,1,1,0,0,20260309,20260612
451_397518,1,1,1,1,1,0,0,20260615,20261211
452_397519,1,1,1,1,1,1,1,20260303,20260307
453_397520,1,1,1,1,1,1,1,20260308,20260613
45_397043,0,0,0,0,0,1,1,20260308,20260613
454_397521,1,1,1,1,1,1,1,20260614,20261212
455_397522,1,1,1,1,1,1,1,20260303,20260307
456_397523,1,1,1,1,1,1,1,20260308,20260613
457_397524,1,1,1,1,1,1,1,20260614,20261212
458_397525,1,1,1,1,1,1,1,20260308,20260613
459_397527,1,1,1,1,1,1,1,20260303,20260307
460_397528,1,1,1,1,1,1,1,20260614,20261212
461_397529,1,1,1,1,1,1,1,20260303,20260307
462_397531,1,1,1,1,1,1,1,20260308,20260308
463_397532,1,1,1,1,1,1,1,20260309,20260613
46_397044,1,1,1,1,1,1,1,20260614,20261028
464_397533,1,1,1,1,1,1,1,20260614,20261212
465_397534,1,1,1,1,1,1,1,20260303,20260307
466_397535,1,1,1,1,1,1,1,20260308,20260613
467_397536,1,1,1,1,1,1,1,20260614,20261212
468_397537,1,1,1,1,1,1,1,20260303,20260307
469_397538,1,1,1,1,1,1,1,20260308,20260613
470_397539,1,1,1,1,1,1,1,20260614,20261212
471_397540,1,1,1,1,1,1,1,20260303,20260307
472_397542,1,1,1,1,1,1,1,20260308,20260613
473_397543,1,1,1,1,1,1,1,20260614,20261212
47_397045,1,1,1,1,1,1,1,20260303,20260307
474_397544,0,0,0,0,0,1,1,20260303,20260307
475_397545,0,0,0,0,0,1,1,20260308,20260613
476_397546,0,0,0,0,0,1,1,20260614,20261212
477_397547,1,1,1,1,1,0,0,20260303,20260306
478_397548,1,1,1,1,1,0,0,20260309,20260612
479_397549,1,1,1,1,1,0,0,20260615,20261211
480_397550,1,1,1,1,1,1,1,20260303,20260307
481_397553,1,1,1,1,1,1,1,20260308,20260613
482_397554,1,1,1,1,1,1,1,20260614,20261212
483_397555,1,1,1,1,1,1,1,20260303,20260307
48_397047,0,0,0,0,0,1,1,20260308,20260613
484_397556,1,1,1,1,1,1,1,20260308,20260613
485_397557,1,1,1,1,1,1,1,20260614,20261212
486_397558,1,1,1,1,1,1,1,20260303,20260307
487_397559,1,1,1,1,1,1,1,20260308,20260613
488_397560,1,1,1,1,1,1,1,20260614,20261212
489_397561,1,1,1,1,1,1,1,20260303,20260307
490_397562,1,1,1,1,1,1,1,20260308,20260613
491_397563,1,1,1,1,1,1,1,20260614,20261212
492_397564,1,1,1,1,1,1,1,20260303,20260307
493_397567,1,1,1,1,1,1,1,20260303,20260613
49_397048,1,1,1,1,1,1,1,20260614,20261028
494_397568,1,1,1,1,1,1,1,20260614,20261212
495_397570,1,1,1,1,1,0,0,20260303,20260612
496_397571,0,0,0,0,0,1,1,20260614,20261212
497_397572,1,1,1,1,1,0,0,20260615,20260626
498_397573,1,1,1,1,1,0,0,20260901,20261211
499_397574,0,0,0,0,0,1,1,20260303,20260307
500_397575,0,0,0,0,0,1,1,20260308,20260613
501_397576,1,1,1,1,1,1,1,20260614,20261212
502_397577,1,1,1,1,1,1,1,20260303,20260613
503_397578,1,1,1,1,1,1,1,20260614,20261212
50_397049,1,1,1,1,1,1,1,20260303,20260307
504_397579,1,1,1,1,1,1,1,20260303,20260307
505_397580,1,1,1,1,1,1,1,20260308,20260613
506_397581,1,1,1,1,1,1,1,20260614,20261212
507_397582,1,1,1,1,1,1,1,20260303,20260307
508_397583,1,1,1,1,1,1,1,20260308,20260613
509_397584,0,0,0,0,0,1,1,20260614,20261212
510_397585,1,1,1,1,1,0,0,20260615,20260626
511_397586,1,1,1,1,1,0,0,20260901,20261211
512_397588,1,1,1,1,1,0,0,20260303,20260306
513_397589,0,0,0,0,0,1,1,20260303,20260307
51_397050,0,0,0,0,0,1,1,20260308,20260613
514_397590,0,0,0,0,0,1,1,20260308,20260613
515_397591,1,1,1,1,1,0,0,20260309,20260612
516_397592,1,1,1,1,1,1,1,20260614,20261212
517_397593,1,1,1,1,1,1,1,20260303,20260307
518_397594,1,1,1,1,1,1,1,20260308,20260613
519_397595,0,0,0,0,0,1,1,20260303,20260307
520_397596,1,1,1,1,1,0,0,20260303,20260306
521_397597,0,0,0,0,0,1,1,20260308,20260613
522_397598,1,1,1,1,1,0,0,20260309,20260612
523_397599,0,0,0,0,0,1,1,20260614,20261212
52_397051,1,1,1,1,1,1,1,20260614,20261028
524_397600,1,1,1,1,1,0,0,20260615,20261211
525_397601,0,0,0,0,0,1,1,20260303,20260307
526_397602,1,1,1,1,1,0,0,20260303,20260306
527_397603,0,0,0,0,0,1,1,20260308,20260613
528_397604,1,1,1,1,1,0,0,20260309,20260612
529_397605,0,0,0,0,0,1,1,20260614,20261212
530_397606,1,1,1,1,1,0,0,20260615,20261211
531_397607,1,1,1,1,1,1,1,20260303,20260307
532_397608,1,1,1,1,1,1,1,20260308,20260613
533_397609,1,1,1,1,1,1,1,20260614,20261212
53_397052,1,1,1,1,1,1,1,20260303,20260307
534_397610,1,1,1,1,1,1,1,20260303,20260307
535_397611,1,1,1,1,1,1,1,20260308,20260613
536_397612,1,1,1,1,1,1,1,20260614,20261212
537_397613,1,1,1,1,1,0,0,20260303,20260306
538_397614,1,1,1,1,1,0,0,20260309,20260612
539_397615,1,1,1,1,1,0,0,20260615,20261211
5_396998,1,1,1,1,1,1,1,20260614,20261212
540_397616,1,1,1,1,1,1,1,20260303,20260307
541_397617,1,1,1,1,1,1,1,20260308,20260613
542_397618,1,1,1,1,1,1,1,20260614,20261212
543_397619,1,1,1,1,1,1,1,20260303,20260307
54_397054,0,0,0,0,0,1,1,20260308,20260613
544_397620,1,1,1,1,1,1,1,20260308,20260613
545_397621,1,1,1,1,1,1,1,20260614,20261212
546_397622,1,1,1,1,1,1,1,20260303,20260307
547_397623,1,1,1,1,1,1,1,20260308,20260613
548_397624,1,1,1,1,1,1,1,20260614,20261212
549_397625,0,0,0,0,0,1,1,20260303,20260307
550_397626,1,1,1,1,1,0,0,20260303,20260306
551_397627,0,0,0,0,0,1,1,20260308,20260613
552_397628,1,1,1,1,1,0,0,20260309,20260612
553_397629,0,0,0,0,0,1,1,20260614,20261212
55_397055,1,1,1,1,1,1,1,20260614,20261028
554_397630,1,1,1,1,1,0,0,20260615,20261211
555_397631,0,0,0,0,0,1,1,20260303,20260307
556_397632,1,1,1,1,1,0,0,20260303,20260306
557_397633,0,0,0,0,0,1,1,20260308,20260613
558_397634,1,1,1,1,1,0,0,20260309,20260612
559_397635,0,0,0,0,0,1,1,20260614,20261212
560_397636,1,1,1,1,1,0,0,20260615,20261211
561_397637,1,1,1,1,1,1,1,20260303,20260307
562_397638,1,1,1,1,1,1,1,20260308,20260613
563_397639,1,1,1,1,1,1,1,20260614,20261212
56_397056,1,1,1,1,1,1,1,20260303,20260307
564_397640,1,1,1,1,1,1,1,20260303,20260307
565_397641,1,1,1,1,1,1,1,20260308,20260613
566_397642,1,1,1,1,1,1,1,20260614,20261212
567_397643,1,1,1,1,1,0,0,20260303,20260306
568_397644,1,1,1,1,1,0,0,20260309,20260612
569_397645,1,1,1,1,1,0,0,20260615,20261211
570_397646,1,1,1,1,1,1,1,20260303,20260307
571_397647,1,1,1,1,1,1,1,20260308,20260613
572_397648,1,1,1,1,1,1,1,20260614,20261212
573_397649,1,1,1,1,1,1,1,20260303,20260307
57_397057,0,0,0,0,0,1,1,20260308,20260613
574_397650,1,1,1,1,1,1,1,20260308,20260613
575_397651,1,1,1,1,1,1,1,20260614,20261212
576_397652,1,1,1,1,1,1,1,20260303,20260307
577_397653,1,1,1,1,1,1,1,20260308,20260613
578_397654,1,1,1,1,1,1,1,20260614,20261212
579_397666,1,1,1,1,1,0,0,20260303,20260306
580_397667,0,0,0,0,0,1,1,20260303,20260307
581_397668,0,0,0,0,0,1,1,20260308,20260613
582_397669,1,1,1,1,1,0,0,20260309,20260612
583_397670,0,0,0,0,0,1,1,20260614,20261212
58_397058,1,1,1,1,1,1,1,20260614,20261212
584_397671,1,1,1,1,1,0,0,20260615,20261211
585_397672,1,1,1,1,1,0,0,20260615,20261211
586_397673,1,1,1,1,1,0,0,20260303,20260306
587_397679,1,1,1,1,1,0,0,20260309,20260415
588_397680,1,1,1,1,1,0,0,20260416,20260611
589_397681,1,1,1,1,1,1,1,20260612,20260612
590_397682,1,1,1,1,1,0,0,20260615,20261211
591_397683,0,0,0,0,0,1,1,20260303,20260307
592_397684,0,0,0,0,0,1,1,20260308,20260613
593_397685,0,0,0,0,0,1,1,20260614,20261212
59_397059,1,1,1,1,1,1,1,20260303,20260307
594_397686,1,1,1,1,1,0,0,20260303,20260306
595_397687,1,1,1,1,1,0,0,20260309,20260415
596_397688,1,1,1,1,1,0,0,20260416,20260611
597_397689,1,1,1,1,1,1,1,20260612,20260612
598_397690,1,1,1,1,1,0,0,20260615,20261211
599_397691,0,0,0,0,0,1,1,20260303,20260307
600_397692,0,0,0,0,0,1,1,20260308,20260613
601_397693,0,0,0,0,0,1,1,20260614,20261212
602_397694,0,0,0,0,0,1,1,20260614,20261212
603_397695,1,1,1,1,1,0,0,20260303,20260306
60_397061,0,0,0,0,0,1,1,20260308,20260613
604_397696,1,1,1,1,1,0,0,20260309,20260415
605_397697,1,1,1,1,1,0,0,20260416,20260611
606_397698,1,1,1,1,1,1,1,20260612,20260612
607_397699,1,1,1,1,1,0,0,20260615,20261211
608_397700,1,1,1,1,1,0,0,20260303,20260306
609_397701,1,1,1,1,1,0,0,20260309,20260415
610_397702,1,1,1,1,1,0,0,20260416,20260611
611_397703,1,1,1,1,1,1,1,20260612,20260612
612_397704,1,1,1,1,1,0,0,20260615,20261211
613_397705,0,0,0,0,0,1,1,20260303,20260307
61_397062,1,1,1,1,1,1,1,20260614,20261212
614_397706,0,0,0,0,0,1,1,20260308,20260412
615_397707,0,0,0,0,0,1,1,20260418,20260607
616_397708,1,1,1,1,1,1,1,20260613,20260613
617_397709,0,0,0,0,0,1,1,20260614,20261212
618_397710,1,1,1,1,1,1,1,20260303,20260307
619_397711,1,1,1,1,1,1,1,20260308,20260613
620_397712,1,1,1,1,1,1,1,20260614,20261212
621_397713,1,1,1,1,1,1,1,20260614,20261212
622_397714,1,1,1,1,1,0,0,20260303,20260306
623_397715,1,1,1,1,1,0,0,20260309,20260415
62_397063,1,1,1,1,1,1,1,20260303,20260307
624_397716,1,1,1,1,1,0,0,20260416,20260611
625_397717,1,1,1,1,1,1,1,20260612,20260612
626_397718,1,1,1,1,1,0,0,20260615,20261211
627_397719,0,0,0,0,0,1,1,20260303,20260307
628_397720,0,0,0,0,0,1,1,20260308,20260613
629_397721,0,0,0,0,0,1,1,20260614,20261212
630_397722,1,1,1,1,1,1,1,20260614,20261212
631_397723,1,1,1,1,1,1,1,20260614,20261212
632_397724,1,1,1,1,1,1,1,20260614,20261212
633_397725,1,1,1,1,1,0,0,20260303,20260306
63_397064,1,1,1,1,1,1,1,20260308,20260613
634_397727,1,1,1,1,1,0,0,20260309,20260415
635_397728,1,1,1,1,1,0,0,20260416,20260611
636_397729,1,1,1,1,1,1,1,20260612,20260612
637_397730,1,1,1,1,1,0,0,20260615,20261211
638_397731,0,0,0,0,0,1,1,20260303,20260307
639_397732,0,0,0,0,0,1,1,20260308,20260412
6_397000,1,1,1,1,1,0,0,20260303,20260306
640_397733,0,0,0,0,0,1,1,20260418,20260607
641_397734,1,1,1,1,1,1,1,20260613,20260613
642_397735,0,0,0,0,0,1,1,20260614,20261212
643_397736,0,0,0,0,0,1,1,20260303,20260307
64_397065,1,1,1,1,1,1,1,20260614,20261212
644_397739,0,0,0,0,0,1,1,20260308,20260613
645_397740,0,0,0,0,0,1,1,20260614,20261212
646_397741,0,0,0,0,0,1,1,20260303,20260307
647_397742,0,0,0,0,0,1,1,20260308,20260613
648_397743,0,0,0,0,0,1,1,20260614,20261212
649_397744,1,1,1,1,1,0,0,20260615,20261211
650_397745,0,0,0,0,0,1,1,20260303,20260307
651_397748,0,0,0,0,0,1,1,20260308,20260613
652_397749,0,0,0,0,0,1,1,20260614,20261212
653_397750,1,1,1,1,1,1,1,20260614,20261212
65_397066,1,1,1,1,1,1,1,20260303,20260307
654_397751,1,1,1,1,1,1,1,20260614,20261212
655_397752,0,0,0,0,0,1,1,20260303,20260307
656_397753,1,1,1,1,1,0,0,20260303,20260306
657_397754,0,0,0,0,0,1,1,20260308,20260613
658_397755,1,1,1,1,1,0,0,20260309,20260612
659_397756,0,0,0,0,0,1,1,20260614,20261212
660_397757,1,1,1,1,1,0,0,20260615,20261211
661_397758,1,1,1,1,1,1,1,20260303,20260307
662_397761,1,1,1,1,1,1,1,20260308,20260613
663_397762,1,1,1,1,1,1,1,20260614,20261212
66_397068,1,1,1,1,1,1,1,20260308,20260613
664_397763,1,1,1,1,1,1,1,20260303,20260307
665_397764,1,1,1,1,1,1,1,20260308,20260612
666_397765,1,1,1,1,1,0,0,20260303,20260306
667_397766,1,1,1,1,1,0,0,20260309,20260612
668_397767,1,1,1,1,1,0,0,20260615,20261211
669_397768,1,1,1,1,1,0,0,20260303,20260306
670_397769,1,1,1,1,1,0,0,20260309,20260612
671_397770,1,1,1,1,1,0,0,20260615,20261211
672_397771,1,1,1,1,1,1,1,20260303,20260307
673_397772,1,1,1,1,1,1,1,20260308,20260613
67_397069,1,1,1,1,1,1,1,20260614,20261212
674_397773,1,1,1,1,1,1,1,20260614,20261212
675_397774,1,1,1,1,1,1,1,20260303,20260307
676_397775,1,1,1,1,1,1,1,20260308,20260613
677_397776,1,1,1,1,1,1,1,20260614,20261212
678_397777,0,0,0,0,0,1,1,20260303,20260307
679_397779,1,1,1,1,1,0,0,20260303,20260306
680_397780,0,0,0,0,0,1,1,20260308,20260613
681_397781,1,1,1,1,1,0,0,20260309,20260612
682_397782,0,0,0,0,0,1,1,20260614,20261212
683_397783,1,1,1,1,1,0,0,20260615,20261211
68_397070,1,1,1,1,1,1,1,20260303,20260307
684_397784,1,1,1,1,1,0,0,20260303,20260306
685_397785,1,1,1,1,1,0,0,20260309,20260612
686_397786,1,1,1,1,1,0,0,20260615,20261211
687_397787,1,1,1,1,1,0,0,20260303,20260306
688_397788,1,1,1,1,1,0,0,20260309,20260612
689_397789,1,1,1,1,1,0,0,20260615,20261211
690_397790,1,1,1,1,1,0,0,20260303,20260306
691_397791,1,1,1,1,1,0,0,20260309,20260612
692_397792,1,1,1,1,1,0,0,20260615,20261211
693_397793,1,1,1,1,1,1,1,20260303,20260307
69_397071,0,0,0,0,0,1,1,20260308,20260613
694_397794,0,0,0,0,0,1,1,20260308,20260613
695_397795,1,1,1,1,1,0,0,20260309,20260612
696_397796,1,1,1,1,1,1,1,20260614,20261212
697_397797,1,1,1,1,1,1,1,20260303,20260307
698_397798,1,1,1,1,1,1,1,20260308,20260613
699_397799,1,1,1,1,1,1,1,20260614,20261212
700_397800,0,0,0,0,0,1,1,20260303,20260307
701_397802,1,1,1,1,1,0,0,20260303,20260306
702_397803,0,0,0,0,0,1,1,20260308,20260613
703_397804,1,1,1,1,1,0,0,20260309,20260612
70_397072,1,1,1,1,1,1,1,20260614,20261028
704_397805,0,0,0,0,0,1,1,20260614,20261212
705_397806,1,1,1,1,1,0,0,20260615,20261211
706_397807,1,1,1,1,1,0,0,20260303,20260306
707_397808,1,1,1,1,1,0,0,20260309,20260612
708_397809,1,1,1,1,1,0,0,20260615,20261211
709_397810,0,0,0,0,0,1,1,20260303,20260307
710_397811,0,0,0,0,0,1,1,20260308,20260315
711_397812,0,0,0,0,0,1,1,20260321,20260613
712_397814,0,0,0,0,0,1,1,20260303,20260307
713_397815,0,0,0,0,0,1,1,20260308,20260321
71_397073,1,1,1,1,1,1,1,20260303,20260307
714_397816,0,0,0,0,0,1,1,20260322,20260613
715_397817,1,1,1,1,1,1,1,20260303,20260613
716_397818,1,1,1,1,1,1,1,20260614,20261212
717_397819,1,1,1,1,1,1,1,20260614,20261212
718_397820,1,1,1,1,1,1,1,20260303,20260307
719_397821,1,1,1,1,1,1,1,20260308,20260527
720_397822,1,1,1,1,1,1,1,20260528,20260613
721_397823,1,1,1,1,1,1,1,20260614,20261212
722_397824,1,1,1,1,1,1,1,20260303,20260307
723_397826,1,1,1,1,1,1,1,20260308,20260415
72_397075,0,0,0,0,0,1,1,20260308,20260613
724_397827,1,1,1,1,1,1,1,20260416,20260611
725_397828,1,1,1,1,1,1,1,20260612,20260613
726_397829,1,1,1,1,1,1,1,20260614,20261212
727_397830,1,1,1,1,1,1,1,20260303,20260307
728_397831,1,1,1,1,1,1,1,20260308,20260613
729_397832,1,1,1,1,1,1,1,20260316,20260320
730_397833,1,1,1,1,1,1,1,20260614,20261212
731_397834,0,0,0,0,0,1,1,20260303,20260307
732_397835,0,0,0,0,0,1,1,20260308,20260412
733_397836,0,0,0,0,0,1,1,20260418,20260607
73_397076,1,1,1,1,1,1,1,20260614,20261028
734_397837,1,1,1,1,1,1,1,20260613,20260613
735_397838,0,0,0,0,0,1,1,20260614,20261212
736_397839,1,1,1,1,1,0,0,20260303,20260306
737_397841,1,1,1,1,1,1,1,20260309,20260313
738_397842,1,1,1,1,1,1,1,20260316,20260320
739_397843,1,1,1,1,1,0,0,20260323,20260415
7_397001,0,0,0,0,0,1,1,20260614,20261212
740_397844,1,1,1,1,1,0,0,20260416,20260611
741_397845,1,1,1,1,1,1,1,20260612,20260612
742_397846,1,1,1,1,1,0,0,20260615,20261211
743_397847,1,1,1,1,1,1,1,20260303,20260307
74_397077,1,1,1,1,1,1,1,20260303,20260307
744_397848,1,1,1,1,1,1,1,20260308,20260415
745_397849,1,1,1,1,1,1,1,20260416,20260611
746_397850,1,1,1,1,1,1,1,20260612,20260613
747_397851,1,1,1,1,1,1,1,20260614,20261212
748_397852,0,0,0,0,0,1,1,20260303,20260307
749_397853,1,1,1,1,1,0,0,20260303,20260306
750_397854,0,0,0,0,0,1,1,20260308,20260412
751_397855,1,1,1,1,1,1,1,20260309,20260313
752_397856,1,1,1,1,1,1,1,20260316,20260320
753_397857,1,1,1,1,1,0,0,20260323,20260415
75_397078,0,0,0,0,0,1,1,20260308,20260613
754_397858,1,1,1,1,1,0,0,20260416,20260611
755_397859,0,0,0,0,0,1,1,20260418,20260607
756_397860,1,1,1,1,1,1,1,20260612,20260612
757_397861,1,1,1,1,1,1,1,20260613,20260613
758_397862,0,0,0,0,0,1,1,20260614,20261212
759_397863,1,1,1,1,1,0,0,20260615,20261211
760_397864,1,1,1,1,1,1,1,20260303,20260307
761_397865,1,1,1,1,1,1,1,20260308,20260420
762_397866,1,1,1,1,1,1,1,20260312,20260313
763_397867,1,1,1,1,1,1,1,20260319,20260320
76_397079,1,1,1,1,1,1,1,20260614,20261212
764_397868,1,1,1,1,1,1,1,20260327,20260329
765_397869,1,1,1,1,1,1,1,20260421,20260530
766_397870,1,1,1,1,1,1,1,20260531,20260613
767_397871,1,1,1,1,1,1,1,20260614,20261212
768_397872,1,1,1,1,1,0,0,20260303,20260306
769_397873,1,1,1,1,1,0,0,20260309,20260612
770_397874,1,1,1,1,1,0,0,20260615,20261211
771_397875,0,0,0,0,0,1,1,20260411,20260613
772_397876,1,1,1,1,1,1,1,20260303,20260307
773_397877,1,1,1,1,1,1,1,20260308,20260613
77_397080,1,1,1,1,1,1,1,20260303,20260307
774_397878,1,1,1,1,1,1,1,20260614,20261212
775_397879,1,1,1,1,1,0,0,20260303,20260306
776_397880,1,1,1,1,1,0,0,20260309,20260318
777_397881,1,1,1,1,1,0,0,20260319,20260612
778_397882,0,0,0,0,0,1,1,20260411,20260613
779_397883,1,1,1,1,1,0,0,20260615,20261211
780_397884,0,0,0,0,0,1,1,20260411,20260613
781_397885,1,1,1,1,1,0,0,20260309,20260612
782_397886,0,0,0,0,0,1,1,20260411,20260613
783_397887,1,1,1,1,1,1,1,20260303,20260613
78_397082,0,0,0,0,0,1,1,20260308,20260613
784_397888,1,1,1,1,1,1,1,20260614,20261212
785_397889,1,1,1,1,1,1,1,20260303,20260613
786_397890,1,1,1,1,1,1,1,20260614,20261212
787_397891,1,1,1,1,1,1,1,20260303,20260307
788_397892,1,1,1,1,1,1,1,20260308,20260613
789_397893,1,1,1,1,1,1,1,20260614,20261212
790_397894,1,1,1,1,1,1,1,20260303,20260307
791_397895,1,1,1,1,1,1,1,20260308,20260613
792_397896,1,1,1,1,1,1,1,20260614,20261212
793_397897,0,0,0,0,0,1,1,20260303,20260307
79_397083,1,1,1,1,1,1,1,20260614,20261212
794_397899,1,1,1,1,1,0,0,20260303,20260306
795_397900,1,1,1,1,1,1,1,20260308,20260528
796_397901,1,1,1,1,1,1,1,20260529,20260613
797_397902,1,1,1,1,1,1,1,20260614,20261212
798_397905,1,1,1,1,1,1,1,20260303,20260307
799_397906,1,1,1,1,1,1,1,20260308,20260613
800_397907,1,1,1,1,1,1,1,20260614,20261212
801_397908,0,0,0,0,0,1,1,20260411,20260613
802_397909,0,0,0,0,0,1,1,20260411,20260613
803_397910,1,1,1,1,1,1,1,20260407,20260613
80_397084,1,1,1,1,1,1,1,20260303,20260307
804_397911,1,1,1,1,1,0,0,20260303,20260306
805_397912,1,1,1,1,1,0,0,20260309,20260403
806_397913,1,1,1,1,1,0,0,20260407,20260417
807_397914,1,1,1,1,1,0,0,20260420,20260515
808_397915,1,1,1,1,1,0,0,20260518,20260612
809_397916,1,1,1,1,1,1,1,20260303,20260307
810_397917,1,1,1,1,1,1,1,20260308,20260613
811_397918,1,1,1,1,1,1,1,20260614,20261212
812_397919,1,1,1,1,1,1,1,20260303,20260613
813_397920,1,1,1,1,1,1,1,20260614,20261212
81_397085,0,0,0,0,0,1,1,20260308,20260613
814_397921,1,1,1,1,1,1,1,20260407,20260613
815_397922,1,1,1,1,1,0,0,20260615,20261211
816_397923,0,0,0,0,0,1,1,20260303,20260307
817_397924,1,1,1,1,1,0,0,20260303,20260306
818_397925,1,1,1,1,1,1,1,20260308,20260415
819_397926,1,1,1,1,1,0,0,20260416,20260611
820_397927,0,0,0,0,0,1,1,20260418,20260607
821_397928,1,1,1,1,1,1,1,20260612,20260613
822_397929,1,1,1,1,1,1,1,20260614,20261212
823_397930,1,1,1,1,1,0,0,20260303,20260306
82_397086,1,1,1,1,1,1,1,20260614,20261028
824_397931,1,1,1,1,1,0,0,20260309,20260612
825_397932,1,1,1,1,1,0,0,20260615,20261211
826_397933,0,0,0,0,0,1,1,20260303,20260307
827_397934,0,0,0,0,0,1,1,20260308,20260412
828_397935,0,0,0,0,0,1,1,20260418,20260607
829_397936,1,1,1,1,1,1,1,20260613,20260613
830_397937,0,0,0,0,0,1,1,20260614,20261212
831_397938,1,1,1,1,1,1,1,20260303,20260307
832_397940,1,1,1,1,1,1,1,20260308,20260415
833_397941,1,1,1,1,1,1,1,20260416,20260611
83_397087,1,1,1,1,1,1,1,20260303,20260307
834_397942,1,1,1,1,1,1,1,20260612,20260613
835_397943,1,1,1,1,1,1,1,20260614,20261212
836_397944,1,1,1,1,1,1,1,20260303,20260307
837_397945,1,1,1,1,1,1,1,20260308,20260415
838_397946,1,1,1,1,1,1,1,20260416,20260611
839_397947,1,1,1,1,1,1,1,20260612,20260613
8_397002,1,1,1,1,1,0,0,20260615,20260626
840_397948,1,1,1,1,1,1,1,20260614,20261212
841_397949,0,0,0,0,0,1,1,20260303,20260307
842_397950,0,0,0,0,0,1,1,20260308,20260412
843_397951,0,0,0,0,0,1,1,20260418,20260607
84_397089,0,0,0,0,0,1,1,20260308,20260613
844_397952,1,1,1,1,1,1,1,20260613,20260613
845_397953,0,0,0,0,0,1,1,20260614,20261212
846_397954,1,1,1,1,1,1,1,20260303,20260307
847_397956,1,1,1,1,1,1,1,20260308,20260613
848_397957,1,1,1,1,1,1,1,20260614,20261212
849_397959,1,1,1,1,1,1,1,20260303,20260307
850_397960,1,1,1,1,1,1,1,20260308,20260613
851_397961,1,1,1,1,1,1,1,20260614,20261212
852_397962,0,0,0,0,0,1,1,20260303,20260307
853_397963,1,1,1,1,1,0,0,20260303,20260306
85_397090,1,1,1,1,1,1,1,20260614,20261028
854_397964,0,0,0,0,0,1,1,20260308,20260613
855_397965,1,1,1,1,1,0,0,20260309,20260612
856_397966,1,1,1,1,1,1,1,20260614,20261212
857_397968,1,1,1,1,1,0,0,20260303,20260306
858_397969,1,1,1,1,1,0,0,20260309,20260612
859_397970,1,1,1,1,1,0,0,20260615,20261211
860_397971,1,1,1,1,1,1,1,20260303,20260307
861_397972,1,1,1,1,1,1,1,20260308,20260321
862_397973,1,1,1,1,1,1,1,20260322,20260613
863_397974,1,1,1,1,1,1,1,20260614,20261212
86_397091,1,1,1,1,1,1,1,20260303,20260307
864_397975,1,1,1,1,1,0,0,20260303,20260306
865_397976,1,1,1,1,1,0,0,20260309,20260320
866_397977,1,1,1,1,1,0,0,20260323,20260612
867_397978,1,1,1,1,1,0,0,20260615,20261211
868_397979,1,1,1,1,1,1,1,20260303,20260307
869_397980,1,1,1,1,1,1,1,20260308,20260613
870_397981,1,1,1,1,1,1,1,20260614,20261212
871_397982,0,0,0,0,0,1,1,20260303,20260307
872_397983,1,1,1,1,1,0,0,20260303,20260306
873_397984,0,0,0,0,0,1,1,20260308,20260329
87_397092,1,1,1,1,1,1,1,20260308,20260613
874_397985,1,1,1,1,1,0,0,20260309,20260403
875_397986,0,0,0,0,0,1,1,20260404,20260412
876_397987,1,1,1,1,1,0,0,20260407,20260417
877_397988,0,0,0,0,0,1,1,20260418,20260510
878_397989,1,1,1,1,1,0,0,20260420,20260520
879_397990,0,0,0,0,0,1,1,20260516,20260613
880_397991,1,1,1,1,1,0,0,20260521,20260612
881_397992,0,0,0,0,0,1,1,20260614,20261212
882_397993,1,1,1,1,1,0,0,20260615,20261211
883_397994,1,1,1,1,1,0,0,20260303,20260306
88_397093,1,1,1,1,1,1,1,20260614,20261212
884_397995,1,1,1,1,1,0,0,20260309,20260403
885_397996,1,1,1,1,1,0,0,20260407,20260417
886_397997,1,1,1,1,1,0,0,20260420,20260612
887_397998,1,1,1,1,1,0,0,20260615,20261211
888_398005,0,0,0,0,0,1,1,20260303,20260307
